SKU,Store,Product,Avg_Daily_Sales,Std_Daily_Sales,Total_Units_Sold,Avg_Inventory_Level,Avg_Price,Days_Tracked,Category,Current_Inventory,Annual_Turnover,Days_of_Cover,Revenue,Cumulative_Revenue_Pct,ABC_Class,Deadstock_Risk,Value_Tied_Up,Safety_Stock,Reorder_Point,Reorder_Now
S005 | P0015,S005,P0015,149.24623803009575,115.67931391279532,109099,277.90697674418607,56.107701778385774,731,Toys,408,196.0183854294856,2.7337372478207866,6121294.15632011,0.011130016437263928,A,False,22891.942325581396,191.0,340.0,False
S002 | P0015,S002,P0015,130.78796169630644,104.00118633453319,95606,269.6867305061559,54.904705882352935,731,Furniture,433,177.01132691829707,3.3107022571805116,5249219.310588235,0.9156635553695949,B,True,23773.73764705882,172.0,303.0,False
S001 | P0005,S001,P0005,133.1299589603283,107.36887290250596,97318,269.3255813953488,53.894103967168256,731,Groceries,471,180.42264967466997,3.537896380936723,5244866.40987688,0.9252000108743368,B,True,25384.12296853625,177.0,310.0,False
S004 | P0013,S004,P0013,131.3939808481532,104.83602678309296,96049,265.2065663474692,54.298139534883724,731,Groceries,113,180.835654524259,0.8600089537631834,5215282.004186047,0.9346826746622918,B,False,6135.689767441861,173.0,304.0,True
S004 | P0003,S004,P0003,129.18741450068399,107.45779244176163,94436,272.0232558139535,54.895294117647055,731,Clothing,419,173.3432906376195,3.243349993646491,5184091.995294117,0.9441086273524331,B,True,23001.128235294116,177.0,306.0,False
S002 | P0017,S002,P0017,132.31053351573186,106.46327110498018,96719,274.2147742818058,53.28300957592339,731,Clothing,236,176.11503559473383,1.7836826269915944,5153479.403173734,0.9534789188302905,C,False,12574.79025991792,176.0,308.0,True
S004 | P0007,S004,P0007,130.38166894664843,105.83721355506863,95309,262.12722298221615,54.06019151846785,731,Groceries,134,181.55042663674556,1.027751838756046,5152422.793433652,0.9628472891320903,C,False,7244.065663474692,175.0,305.0,True
S004 | P0018,S004,P0018,128.62243502051984,103.71676257214219,94023,267.5595075239398,54.595964432284546,731,Electronics,83,175.4644759849887,0.6452995543643576,5133276.36381669,0.972180846521635,C,False,4531.4650478796175,171.0,300.0,True
S003 | P0003,S003,P0003,126.6155950752394,102.90707992614607,92556,270.2065663474692,55.43459644322846,731,Groceries,112,171.03467479407252,0.8845671809499114,5130804.508399453,0.9815099094708338,C,False,6208.674801641588,170.0,297.0,True
S005 | P0001,S005,P0001,131.0547195622435,106.90544927111807,95801,268.33242134062925,53.20894664842681,731,Toys,300,178.2675846669148,2.2891201553219696,5097470.2978659365,0.9907783626369238,C,False,15962.683994528043,176.0,307.0,True
S001 | P0012,S001,P0012,128.39124487004105,102.24027638373987,93854,266.76333789329686,54.03842681258549,731,Furniture,213,175.6718323726693,1.6589916252903445,5071722.510068399,1.0000000000000002,C,False,11510.184911080709,169.0,297.0,True
